draw,cost_basic_segmentation,cost_least_privilege_segmentation,cost_patch_level_upgrade,cost_detection_improvement,cost_rapid_isolation,cost_periodic_backups,cost_protected_backups,cost_identity_controls,burden_basic_segmentation,burden_least_privilege_segmentation,burden_patch_level_upgrade,burden_detection_improvement,burden_rapid_isolation,burden_periodic_backups,burden_protected_backups,burden_identity_controls
415,3.825044626,7.205585432,2.897007372,3.309061102,4.75982359,0.7257353163,2.517317584,5.701830189,2.856780362,3.1466752,3.662700128,1.552037154,4.221314178,0.7789445801,2.207951116,1.907288133
416,1.839056182,3.168630285,2.527247462,3.917309581,3.013667233,0.8740230778,2.308273354,2.590163046,1.998424759,2.535409175,4.169894981,2.487571418,3.149567925,1.373314722,1.726231888,3.051612009
417,1.824891564,5.969319135,2.733313984,1.960612905,3.175491558,0.6656262838,1.418044544,5.588866454,1.901380034,3.400905339,4.079692846,1.137044382,4.144876426,0.8830717979,2.078175732,1.744336697
418,3.250436846,4.468837706,2.564278152,2.616386583,6.407870174,0.7464867948,1.699860921,3.186523902,2.027252069,3.542753411,3.186562484,1.362566765,4.217268951,0.5535001933,1.107529348,4.07137012
419,3.091192354,4.234409662,2.221794929,4.078934269,6.498938699,0.6987507994,2.565245529,2.929827068,2.949269061,5.084917091,2.871721402,2.267714114,2.048245746,1.243098031,1.560686307,2.178104555
420,3.447661193,5.817235557,1.845746153,2.415227189,3.948997802,0.9701399544,2.484707114,4.961577007,2.153592189,4.696525487,2.142894034,2.289502628,3.007394052,1.340500926,2.009055072,3.19061443
421,1.823644276,2.737720382,2.768253112,2.647703869,4.469729361,1.045742987,1.80938115,3.07001125,2.940818874,5.006266614,3.801619967,2.145054122,3.981889694,0.9938809229,1.440673622,4.268215972
422,1.553860752,6.340396277,2.476160064,3.389665829,3.976247993,0.6598023256,1.980362633,2.548680833,2.166394927,2.489661056,3.292423527,1.111812781,3.12582683,0.8603948816,2.222425411,3.38931293
423,3.573538515,4.930562994,1.506860977,2.686485046,6.058494102,0.8467052558,2.276211473,5.975538774,2.64951784,3.462637965,1.83029459,2.738326229,1.617161903,0.5910916304,2.749884607,1.971026722
424,1.667176985,7.001941307,1.81002726,1.78997092,2.70345714,1.433824283,2.431232126,5.461502091,2.93482913,4.163441533,2.047357545,1.978999134,3.881602192,1.125065665,2.434288768,3.710810351
425,2.083762626,4.618184799,2.325021973,3.898852556,5.285530707,0.8598576426,1.539367524,3.918500114,2.387371767,5.52764185,1.928858766,2.123538352,4.234445993,1.311566874,2.852990456,1.733687946
426,2.035330144,6.970527289,1.881209961,3.28384573,5.431663436,0.6638774181,1.846239405,4.13756303,2.708764675,3.408943015,2.865827223,2.571979709,3.058572414,0.8272356553,1.973547316,3.950865976
427,1.851861053,5.015259595,1.848525823,3.074451567,7.159333271,0.7104568339,1.684111418,3.227455765,1.760612727,3.267277016,4.28399253,2.851581332,2.360263379,1.2198625,2.770430204,4.278598024
428,2.945455178,6.574596039,1.755593403,3.552910022,2.906266245,0.9042010711,2.419775413,4.07993554,2.812718817,4.894053207,2.748545942,2.364315667,4.193780768,0.6528475043,1.935187123,1.676129256
429,2.304146713,5.24210784,2.716162897,2.549466068,4.310458441,1.339356196,1.869379684,2.521416661,2.824498913,5.580984019,3.051580401,2.086032238,1.664109646,0.8893391244,1.718002114,3.520775953
430,3.437620263,5.90028429,2.899614779,2.54628458,5.632715612,0.8094303911,2.026441628,2.073055295,2.534203277,2.55359562,2.800220762,1.012214391,4.465746545,0.650886238,2.386155879,3.460202527
431,2.255810182,7.036379251,2.915700753,2.244224069,4.159723888,0.6806462148,1.197510541,5.881884722,2.861542715,3.942024367,4.278906729,2.41120571,1.768633141,0.9062098894,1.14391572,4.253598574
432,3.606036574,6.405632558,1.794201238,1.884627055,4.667068802,0.5604540526,2.776708386,5.415289294,1.392899976,2.409433403,1.923857319,2.630914882,3.431695301,0.678769178,2.753303298,2.023107287
433,4.130060254,7.349599093,1.236525833,3.560880859,5.832375419,1.019894246,1.644958225,5.545734581,1.824631657,5.085238433,2.812439729,2.974751006,2.52106764,1.29011167,2.446078678,1.67158542
434,1.727602442,5.181580753,1.703536174,3.206262603,2.532889383,1.226743163,1.356672086,5.563600966,2.106057537,3.173764252,2.295071162,1.766460287,1.784003892,0.8959831439,1.397384389,2.791780925
435,2.538509715,4.878053077,2.180659752,3.659644125,4.252154994,1.050324594,1.440361318,3.477348259,1.041595244,2.139569628,3.295558482,1.542122346,3.926333142,1.047400565,2.157220972,4.383770706
436,4.000669129,7.231062982,2.523974108,3.34009117,6.358312289,0.787820061,1.464406921,3.636673759,2.210333309,4.304242908,3.412658496,2.38731563,2.917826993,1.441350816,2.111714049,3.31905039
437,2.045083664,5.217680695,1.448476475,3.24000331,5.803058666,1.359526752,2.694479209,5.502632988,2.923049505,4.500383656,3.658719492,1.410770797,3.435013784,0.7215381167,1.385652645,3.192818669
438,2.956305356,2.967908242,1.122881811,3.524835265,2.805568242,1.170366921,1.364709442,4.090922421,1.230673077,2.266260477,2.871086346,1.76149653,1.528266554,1.129544895,2.459974945,3.350085097
439,3.839869132,4.246751378,1.167546138,3.163698866,7.077714622,1.482529365,2.238328729,3.431863046,1.645496046,4.341064395,3.443023181,1.817851091,3.915299903,1.35331758,2.633400306,2.770321255
440,3.230622415,5.41147596,2.613377025,4.212290298,6.906411224,0.5915058423,1.799236553,4.143468905,2.540195174,5.498279277,1.69662872,2.670684938,1.779213287,0.8973406157,1.661166341,4.078433225
441,1.508930829,6.552013516,2.039222154,2.04660255,5.603879037,0.6053103807,1.470622027,4.992246809,2.884500132,5.758150914,3.292235527,2.015710994,3.301280265,1.078762058,2.128533196,3.857290794
442,2.721772611,6.891019816,2.799379079,2.256453591,3.119418912,1.258007375,2.480932158,3.513761287,1.873937274,4.301100855,2.50549249,1.519871141,3.889832471,1.282902842,2.673292712,3.941946584
443,4.440465162,4.735391232,1.686384854,1.757007283,7.328300406,0.5273573142,1.350766261,5.558868181,1.646653778,5.245029454,2.235427437,1.104767792,3.84692171,0.9939668837,2.2744209,2.827696643
444,2.094312128,2.688420862,2.868897251,3.858852985,7.425631655,1.169168,1.293427828,3.613020777,1.234816248,4.502312668,3.172746913,1.653531099,2.62368191,1.085842779,1.219725844,1.945803909
445,2.715855969,5.886474699,1.180268213,2.694930393,5.008026837,0.5898366579,2.625347704,4.475981979,1.384404655,2.184290767,3.487643412,2.875156642,4.01093285,0.8571632109,1.307110476,3.57583968
446,2.272648358,3.18744249,1.737025265,2.384318083,3.656688867,1.322364424,1.332274293,5.057826075,2.472172177,2.984170656,3.802739538,2.655543575,2.417896734,0.9453330658,1.420186165,1.928436208
447,3.627533477,4.453888526,1.539432283,4.069689028,4.73611635,1.118854994,1.119274468,3.511515745,2.730691569,5.425155844,1.895840996,2.480105982,3.07570819,0.699954707,2.353334434,2.784838823
448,2.07741121,5.928684672,1.078370671,3.94190726,4.136097431,1.432324376,2.212839259,5.630115618,1.007131295,4.899678339,1.982109418,1.404635388,3.943211198,0.7218429819,1.362656183,2.728822815
449,3.756979396,6.622862082,1.505427898,2.220927421,5.431125902,0.5014590296,1.233308718,4.621570552,2.336964332,4.088268629,2.370304667,1.921200543,2.421142536,0.5808647142,1.79783995,3.854741502
450,4.404266477,6.112275171,2.406408866,3.388527421,2.806278797,0.6902951313,2.309263437,3.649879155,1.314260166,4.056938203,2.197290651,1.86050049,4.155650985,1.338885833,2.280846193,4.223825002
451,1.671278138,5.101499698,2.033729046,3.37161423,4.360439957,0.5239242268,2.757068168,4.576517449,1.866565377,2.395714788,2.145099898,1.071032717,2.554979207,0.8485301418,1.441131795,4.156515418
452,2.644598554,2.997446089,2.143616116,2.879892725,5.638400742,0.6375694533,2.749883157,2.104406673,2.728840239,4.083635448,2.313326673,1.101283472,1.802496986,1.354760827,2.100824564,2.691487427
453,3.761165459,4.055883017,1.849638395,3.415552904,5.569707553,0.921111758,2.10677196,5.647008325,1.849928797,4.874652555,3.554989596,2.207623229,2.561461722,0.9966267267,1.650432922,3.839734222
454,2.20043052,6.638004885,1.332751148,2.865446675,4.158402143,1.439837109,2.408362749,3.075914596,2.471950236,4.184283574,3.386036499,1.33439481,1.952264408,0.513827016,1.827257974,2.872526305
455,2.649823195,4.282694612,1.645424129,3.241089444,5.695409073,0.7986285318,1.187895658,3.457625313,1.182690674,3.104076599,2.245168449,1.735315401,2.832636364,1.174409055,1.464529399,4.249050551
456,3.888587293,5.610357118,1.933354635,3.882319371,4.484465668,0.9058652916,2.924054137,3.9365377,2.277941418,5.951930005,3.76488714,1.960552129,2.561973403,1.202106065,2.380731357,4.262876015
457,3.036258661,3.452303116,1.355844984,2.15011595,3.250439073,0.658637271,2.787501576,3.116037051,1.834326007,3.905304853,2.045686808,2.774616349,2.673748039,0.5274383259,2.928606119,2.988262019
458,2.001919636,3.803800649,2.159957333,3.041784849,4.394025479,1.105538518,1.834124435,5.979410157,1.552265035,2.930577789,2.903789102,2.201679972,2.513752092,0.9988394896,1.631861808,2.405469202
459,3.950050307,7.017413838,2.604581917,2.165192048,5.123469183,1.35402113,2.8831894,2.969484169,2.325726484,4.659391926,3.0533716,1.701756063,4.382398761,1.199569591,1.218039075,4.416859537
460,2.468834847,6.133713649,2.353623151,1.705976241,6.293540791,0.7903068202,2.185712244,3.213490112,1.454041885,2.846267861,2.8940833,1.981888653,4.090125685,0.8715047026,2.415760903,1.698007767
461,3.050409616,5.185888012,1.805522931,2.011045349,5.426166926,0.5978135493,2.433678931,4.298548142,1.46853204,5.329183406,2.134089825,1.764838154,3.893673174,1.225321465,1.973500274,3.737220056
462,2.446344305,6.463349646,1.003946457,2.607099348,6.470471117,0.8169778747,2.9796923,5.074220281,1.866047313,3.623005511,2.950051309,1.624122706,4.132051677,1.313560577,2.289390133,1.797531985
463,2.81088427,6.814862026,1.384842248,3.927444705,7.260161356,0.6415941931,1.534857919,5.692069744,1.279300169,2.304983851,2.595256337,1.457971035,2.527335569,1.277147718,2.791396973,3.222792043
464,2.491817054,4.726078013,2.732834027,3.211439999,3.127675755,0.6872511778,2.03491494,5.03294595,2.193275644,3.852823879,2.661437321,2.439599063,2.545896238,0.9444682795,2.72732017,2.64122782
465,2.502189157,3.832496253,2.432839754,4.002650942,4.2544459,1.440816054,1.768013523,4.55395654,1.916648958,4.678908179,2.070263191,2.701754043,2.638407446,1.144448274,2.190941635,2.43719993
466,2.955664817,5.438089935,1.023508122,1.863181962,3.979196226,1.258103834,2.793663717,4.618439737,2.858527445,4.708768877,2.599498747,1.420605357,4.431872848,1.406087144,2.330043197,2.652798925
467,3.270112704,3.46766302,2.123362928,2.37302339,3.944183808,1.293228547,2.598337053,4.510251612,2.54068686,4.271247414,2.908682698,2.228370759,2.721445056,1.169834211,2.86705748,2.699238608
468,2.158151825,6.264984249,2.876534255,1.720767607,3.057048417,1.031036675,2.97432351,5.77480755,1.968227185,2.598304988,1.779547964,2.52590294,3.406299947,0.9633025042,2.426578183,2.664837697
469,4.272754319,5.625128503,1.244270929,4.093056929,3.904915355,0.9142213019,1.505336774,4.167922919,2.152027072,3.318571871,2.993463554,1.648232152,2.877702459,0.7808381181,2.031978975,3.453803184
470,2.174626032,5.916555712,2.562611563,3.125886281,4.8396053,1.319869363,1.941042061,5.762646307,1.235488208,2.065184781,1.876887271,2.431598653,3.539216879,1.132140193,1.83008119,2.97523271
471,2.835271454,3.938576882,1.082258808,3.550381244,6.016311298,1.026302446,2.516462813,4.480983991,1.649764501,4.911836822,3.85238889,2.079193863,1.830582422,1.038323388,2.90921567,3.847341237
472,1.782290706,2.967831009,1.576028912,1.54097118,5.010025502,1.166761765,2.288157522,3.607109219,2.045533051,4.443642458,2.274535331,2.92754704,1.772709599,1.359545481,1.810893931,3.696609102
473,2.765507224,7.37137883,1.405840114,3.372883005,5.39604819,1.221768922,2.86933342,3.157335475,1.243125337,5.828266937,2.388638039,2.971209767,4.283507903,0.7151148294,2.935305163,2.595364484
474,1.758122799,2.608687408,1.449198896,2.256915908,6.125402422,0.5589135414,1.75948218,2.168956399,1.690307887,2.038797719,3.30763376,1.403772953,2.181987523,1.366859521,2.498037273,4.298507078
475,3.305368432,3.981576483,1.180335848,2.566112127,3.495114246,0.8080400975,2.805360683,5.003195608,2.260534879,3.069771468,2.652962492,1.152831164,2.685970882,1.366371883,2.273567824,4.220667537
476,3.364359632,4.073156291,1.413074976,2.435443186,4.003776177,1.453292981,2.914042532,3.01691812,2.596243314,5.455486945,4.020622393,1.149443741,2.276132709,0.7270714646,2.639219541,2.267929281
477,4.481518258,5.938573838,1.168350868,3.752829577,3.214828715,1.081342548,2.062277892,3.930861555,1.597881753,3.69062438,4.1456616,1.892963614,2.625604859,1.399675698,1.41013334,4.024973307
478,2.940670355,3.082087616,1.354778098,3.955435914,6.718138083,0.8688959793,2.295975903,5.437951561,1.453598761,5.93761465,1.53067624,2.477533711,3.627341766,0.5420521303,2.385003931,2.343404208
479,2.484021199,3.908439838,1.263759295,3.741656445,2.801350145,1.15325058,1.552658521,3.448323951,1.831937766,2.969063098,3.80298708,2.396181922,3.183357242,0.5529806816,2.48925575,4.363987511
480,3.207266944,4.299178634,2.477762738,1.814877547,3.067835148,0.9379298702,1.027246306,2.137598182,2.826613245,4.927399485,1.93637926,1.508962505,3.615752247,0.8606539975,1.31064937,4.141206942
481,4.322886618,7.388756273,1.090271106,1.750383827,5.414233982,0.7462867654,1.622075689,5.522051409,2.789762541,3.872031247,1.613699746,2.29631241,4.31219598,1.001424519,1.493901244,2.052017389
482,2.011537518,7.40280179,2.974071911,3.488582543,3.311370126,1.331496006,1.954262119,5.478909284,2.59144142,3.995853742,3.226880984,2.286750694,2.147684557,0.8028137226,1.608292326,2.181329526
483,2.808648812,6.541096835,2.684875376,1.718076996,3.958288402,1.411172684,1.896101616,2.878914158,1.148003822,2.77208187,3.898766359,1.24773184,3.318280019,0.5952975717,1.52855469,2.07869368
484,4.050998603,6.188869849,1.476390455,2.130496448,3.871749633,1.30428157,2.547348206,5.489599215,1.947541837,4.623311378,3.851028813,2.375659983,2.465186003,0.9449663509,2.280827208,2.742673205
485,4.292265992,5.393900909,2.081797083,2.00509897,5.372423879,1.317730076,2.505845459,5.736471533,2.687044019,5.725987206,2.455441406,2.254663895,4.327369696,1.186669334,1.582594405,2.707984641
486,3.533360166,4.986462466,2.291042805,3.533535869,4.806021268,0.5676565041,1.394088336,3.943097827,2.47755515,2.939544123,1.765287763,1.170605131,4.378470825,1.345014449,2.801293046,4.248062133
487,3.852425093,5.73416461,1.282453775,4.373732701,6.339282368,1.167326761,2.383970601,2.422021084,1.531943174,3.465800167,2.140898379,2.928111268,2.493416027,1.235982078,2.780821243,3.10334282
488,2.758768534,7.096181924,2.106781431,2.216193487,3.36039155,0.8570651158,2.091755809,3.545779807,1.456924389,2.49884834,3.51249263,2.06937289,1.90247628,0.9024938182,1.511651199,2.580457735
489,1.541798817,4.363074392,2.716685256,2.420454437,2.837205087,1.048758409,1.483133324,2.249384619,1.273961568,2.324045323,1.645279966,1.830153743,4.257166218,0.8942433111,2.080519253,4.222097501
490,1.535897441,2.774890803,2.374504027,3.132983451,5.70034572,0.5935910665,1.930541116,4.87596868,2.556610444,3.63027058,2.89802005,1.664278133,3.683801909,0.7006290023,2.532763136,2.153811901
491,4.496404595,4.656529935,1.309258556,2.923294448,6.131743227,1.190464667,2.982460474,4.14037096,2.72124638,5.834968891,3.06930018,2.229528007,1.928524188,0.5713114357,2.6408055,3.307741971
492,3.350445345,6.992324061,2.521008103,3.905242522,3.60242671,0.9524816727,1.731790552,3.425944977,1.863701334,4.681924935,2.647901217,2.552858814,2.752162654,1.010607013,2.998095481,1.678574042
493,2.469912454,2.926486772,1.44349884,1.823375721,6.073632128,0.6688281257,2.5563961,2.739944492,1.22833363,3.008848625,4.195955492,2.79197782,4.386057325,0.8206573519,1.293257912,3.824241256
494,2.010951291,3.650023062,1.892198754,2.181315568,6.003151897,1.479981864,2.499787829,4.828300651,1.187705343,3.826251713,2.914332954,2.978910233,3.482769786,1.209457323,1.372571943,1.599187041
495,2.346775526,5.917512276,1.215073023,3.885571476,7.317117901,0.6880647058,1.203662412,2.622331299,2.508580235,2.593150197,2.285038389,2.997611469,2.458431868,1.131178738,2.675677256,2.138572185
496,1.919403846,6.25446109,1.514511746,3.714031763,2.805281964,1.490104584,1.568569085,4.398982992,1.245432489,2.830600173,3.302802208,1.727750565,3.495249641,1.305754019,1.630419929,3.913974933
497,2.185918374,4.89270836,2.53563616,3.537880772,7.422953702,1.027032576,2.399430382,3.171716857,1.607601022,2.400247891,3.791003571,2.589785906,2.851530978,0.9518425741,2.897000657,2.202234712
498,2.005172667,2.762096019,2.627879771,1.949533778,3.811612023,1.449162214,2.058482142,5.477537554,1.03559631,2.525252993,3.741463938,2.646815205,3.387639036,0.7688258867,2.282570604,1.705339812
499,2.215420466,6.340650671,1.306199851,4.123473072,2.512295991,0.633656658,2.972584128,5.748103131,1.518995845,3.309729848,3.224934238,1.666249578,2.688388343,0.6199951791,2.465274851,2.780571515
